review,sentiment_label,sentiment_score,identified_theme
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,negative,0.9990527033805847,"app, work, app work, wor, wor app"
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",positive,0.9878897070884705,"well, boa, bad, bank, great"
The worst App i have never seen like this before,negative,0.999774158000946,"well, boa, bad, bank, great"
Wweeeer,negative,0.8910733461380005,"well, boa, bad, bank, great"
Infinx,negative,0.904255747795105,"well, boa, bad, bank, great"
Great service,positive,0.9998434782028198,"well, boa, bad, bank, great"
👍,negative,0.6970565915107727,"well, boa, bad, bank, great"
This app is not available on all android versions and some times it is not functional.,negative,0.9997187256813049,"app, work, app work, wor, wor app"
senayt Mesfin,positive,0.887482225894928,"well, boa, bad, bank, great"
Bad app vety bad.,negative,0.9998058676719666,"well, boa, bad, bank, great"
Nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
Abessnya Banke,negative,0.9873653054237366,"well, boa, bad, bank, great"
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",negative,0.9997209906578064,"app, work, app work, wor, wor app"
Okay,positive,0.9997709393501282,"well, boa, bad, bank, great"
Professional on banking app,positive,0.9616296291351318,"app, work, app work, wor, wor app"
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,negative,0.993607759475708,"well, boa, bad, bank, great"
አይሰራም አስተካክሉት,negative,0.7850590348243713,"well, boa, bad, bank, great"
Please try another because this app doesn't feet the need of this generation,negative,0.9962698221206665,"app, work, app work, wor, wor app"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Fast transfer,positive,0.9989985823631287,"well, boa, bad, bank, great"
"What's up I can't log in, what's wrong",negative,0.9989662170410156,"well, boa, bad, bank, great"
Amrumehamed,positive,0.6924042105674744,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",positive,0.9683735966682434,"well, boa, bad, bank, great"
Very good,positive,0.9998520612716675,"good, good app, app, good good, access account"
ደደገነሐ,negative,0.6970565915107727,"well, boa, bad, bank, great"
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",negative,0.9995194673538208,"well, boa, bad, bank, great"
A painfully slow banking app service. Please don't make it your choice!,negative,0.999660849571228,"app, work, app work, wor, wor app"
Good App,positive,0.9998493194580078,"good, good app, app, good good, access account"
Best app to me,positive,0.9978218078613281,"good, good app, app, good good, access account"
BOA,negative,0.7410542368888855,"well, boa, bad, bank, great"
Abdulkadir,positive,0.981449544429779,"well, boa, bad, bank, great"
Bad,negative,0.999782383441925,"well, boa, bad, bank, great"
If it is possible I would gove0 star,negative,0.9928192496299744,"well, boa, bad, bank, great"
Nise mobile bankig,negative,0.9858755469322205,"well, boa, bad, bank, great"
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,negative,0.9532790780067444,"well, boa, bad, bank, great"
Ok,positive,0.9997851252555847,"well, boa, bad, bank, great"
Just make it work please🤣 this is embarrassing for a bank of your size,negative,0.9992843270301819,"app, work, app work, wor, wor app"
Update to the simplest way it requires the developer option on and off why this is,negative,0.998016357421875,"well, boa, bad, bank, great"
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",negative,0.9964292645454407,"app, work, app work, wor, wor app"
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,negative,0.6597372889518738,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Worest app,negative,0.7789772152900696,"app, work, app work, wor, wor app"
The worest app ever,positive,0.9535900950431824,"app, work, app work, wor, wor app"
አሪፍ ነው በርቱልን,negative,0.8337252736091614,"well, boa, bad, bank, great"
Wwwerrr,negative,0.8502515554428101,"well, boa, bad, bank, great"
ጀማል ውቀቱ,negative,0.7850590348243713,"well, boa, bad, bank, great"
Great For Financial company,positive,0.9998703002929688,"well, boa, bad, bank, great"
Very easy to use,positive,0.9991422891616821,"well, boa, bad, bank, great"
The App's crash always.. Error.....,negative,0.9996880292892456,"app, work, app work, wor, wor app"
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,negative,0.998582124710083,"well, boa, bad, bank, great"
nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
Great UI and seamless UX. I love it!!,positive,0.9998557567596436,"well, boa, bad, bank, great"
That's too good application but try to add more alternatives and futures or possibilitys for your customers,negative,0.9941336512565613,"well, boa, bad, bank, great"
It's easy used to operate program and secured 👍👍,negative,0.9652978181838989,"well, boa, bad, bank, great"
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,negative,0.9994741082191467,"well, boa, bad, bank, great"
Amazing,positive,0.999875545501709,"well, boa, bad, bank, great"
Great app with great services,positive,0.9998226761817932,"well, boa, bad, bank, great"
Yes active user,positive,0.9983929991722107,"well, boa, bad, bank, great"
Shameful,negative,0.998016357421875,"well, boa, bad, bank, great"
The worest app ever made i would not recommende for no one,negative,0.5611275434494019,"app, work, app work, wor, wor app"
Good application,positive,0.999854564666748,"well, boa, bad, bank, great"
I like,positive,0.9998149275779724,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",negative,0.9988893866539001,"well, boa, bad, bank, great"
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",negative,0.9993953704833984,"well, boa, bad, bank, great"
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),negative,0.8698039650917053,"well, boa, bad, bank, great"
It's not working. It needs a big update. Can't you update the app quickly?,negative,0.9997778534889221,"app, work, app work, wor, wor app"
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",negative,0.9925205707550049,"well, boa, bad, bank, great"
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",negative,0.9993253946304321,"app, work, app work, wor, wor app"
Bes and freindly app,negative,0.9136511087417603,"app, work, app work, wor, wor app"
It doesn't work.,negative,0.9997761845588684,"app, work, app work, wor, wor app"
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",negative,0.9997968077659607,"well, boa, bad, bank, great"
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,negative,0.9998114705085754,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Smart technology,positive,0.9998468160629272,"well, boa, bad, bank, great"
Yegema app tish🪨,negative,0.9501880407333374,"app, work, app work, wor, wor app"
Ok,positive,0.9997851252555847,"well, boa, bad, bank, great"
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",negative,0.9996864795684814,"app, work, app work, wor, wor app"
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",negative,0.9997275471687317,"well, boa, bad, bank, great"
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",negative,0.999210000038147,"app, work, app work, wor, wor app"
Awesome application. But lately its crashing everytime i opened it.,negative,0.9127689599990845,"well, boa, bad, bank, great"
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,negative,0.9639249444007874,"well, boa, bad, bank, great"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Fast one,positive,0.9994491934776306,"well, boa, bad, bank, great"
Nice looking app but a terrible user experience.,negative,0.9958102703094482,"well, boa, bad, bank, great"
The worest MB app ever!!🙄,negative,0.8734644651412964,"app, work, app work, wor, wor app"
Very good,positive,0.9998520612716675,"good, good app, app, good good, access account"
It is ok,positive,0.9998496770858765,"well, boa, bad, bank, great"
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,negative,0.9987314343452454,"app, work, app work, wor, wor app"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Apollo's,positive,0.9974138736724854,"well, boa, bad, bank, great"
The worst experience ever,negative,0.999792754650116,"well, boa, bad, bank, great"
Hussenaliumar,negative,0.6654537916183472,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,negative,0.999367892742157,"app, work, app work, wor, wor app"
It is not work for my device,negative,0.9997636675834656,"app, work, app work, wor, wor app"
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",negative,0.9990233182907104,"app, work, app work, wor, wor app"
The worst app ever,negative,0.9997934699058533,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Betanya Gebre,positive,0.8911886215209961,"well, boa, bad, bank, great"
I dont recommand it to any one,negative,0.9855504035949707,"well, boa, bad, bank, great"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Excellent app,positive,0.9998356103897095,"app, work, app work, wor, wor app"
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",negative,0.9988825917243958,"app, work, app work, wor, wor app"
ትርሃስ,negative,0.6970565915107727,"well, boa, bad, bank, great"
Gio,positive,0.9969680905342102,"well, boa, bad, bank, great"
App isn't working,negative,0.9995692372322083,"app, work, app work, wor, wor app"
Best app,positive,0.999686598777771,"good, good app, app, good good, access account"
so far good but always it lugs,negative,0.982947051525116,"well, boa, bad, bank, great"
Don't trust this bank and its service.,negative,0.9996311664581299,"well, boa, bad, bank, great"
"I can not open and use the application,please help me!",negative,0.9995014667510986,"well, boa, bad, bank, great"
Horrible,negative,0.9997841715812683,"well, boa, bad, bank, great"
Mostly not working 😑,negative,0.9995824694633484,"app, work, app work, wor, wor app"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Awesome 👌,positive,0.9998607635498047,"well, boa, bad, bank, great"
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",negative,0.9997915625572205,"app, work, app work, wor, wor app"
Thank you,positive,0.9998352527618408,"well, boa, bad, bank, great"
Very poor app b/c highly slow to open the app,negative,0.9998080134391785,"app, work, app work, wor, wor app"
Ok,positive,0.9997851252555847,"well, boa, bad, bank, great"
best,positive,0.9997941851615906,"well, boa, bad, bank, great"
Best app,positive,0.999686598777771,"good, good app, app, good good, access account"
Wedi Tekle .,negative,0.8421270847320557,"well, boa, bad, bank, great"
Bad app📱👎👎👎,negative,0.9997676014900208,"well, boa, bad, bank, great"
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,negative,0.9956488013267517,"well, boa, bad, bank, great"
Nice appp,positive,0.9997910857200623,"nice, easy use, easy, use, app"
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,negative,0.952187716960907,"well, boa, bad, bank, great"
Gooood app my dear,negative,0.9005938172340393,"app, work, app work, wor, wor app"
Harun tamam galanaa,negative,0.9410594701766968,"well, boa, bad, bank, great"
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",negative,0.9998038411140442,"app, work, app work, wor, wor app"
Gamebela,positive,0.8994184732437134,"well, boa, bad, bank, great"
so poor app to use can't start up when open the app,negative,0.9997444748878479,"app, work, app work, wor, wor app"
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",negative,0.9987001419067383,"app, work, app work, wor, wor app"
Good job,positive,0.999835729598999,"well, boa, bad, bank, great"
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",negative,0.9998094439506531,"well, boa, bad, bank, great"
good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
Bad app .,negative,0.9997915625572205,"well, boa, bad, bank, great"
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",negative,0.9994394183158875,"well, boa, bad, bank, great"
Review,positive,0.9946893453598022,"well, boa, bad, bank, great"
Goood,negative,0.9943867921829224,"well, boa, bad, bank, great"
Ok,positive,0.9997851252555847,"well, boa, bad, bank, great"
👎👎👎👎👎👎👎👎👎,negative,0.6970565915107727,"well, boa, bad, bank, great"
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,negative,0.99793541431427,"well, boa, bad, bank, great"
The previous version is better it doesn't work,negative,0.9997755885124207,"app, work, app work, wor, wor app"
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",negative,0.9998201727867126,"well, boa, bad, bank, great"
ok,positive,0.9997851252555847,"well, boa, bad, bank, great"
Nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",positive,0.9958856701850891,"app, work, app work, wor, wor app"
Great,positive,0.9998630285263062,"well, boa, bad, bank, great"
It's a useless app,negative,0.9998058676719666,"app, work, app work, wor, wor app"
"It's not working as it was , so much need to improve, it was the best but not anymore",negative,0.9968530535697937,"app, work, app work, wor, wor app"
Poor network,negative,0.9997891783714294,"well, boa, bad, bank, great"
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,negative,0.9993754029273987,"app, work, app work, wor, wor app"
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,negative,0.9953023195266724,"app, work, app work, wor, wor app"
"It's not working totally, what a useless app is it,",negative,0.9998171925544739,"app, work, app work, wor, wor app"
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",negative,0.9989368319511414,"app, work, app work, wor, wor app"
this is so disappointing app 😞,negative,0.9998024106025696,"app, work, app work, wor, wor app"
አቢስኒያ የሁሉም ምርጫ,negative,0.8337252736091614,"well, boa, bad, bank, great"
Ok,positive,0.9997851252555847,"well, boa, bad, bank, great"
Nays,negative,0.9894010424613953,"well, boa, bad, bank, great"
The worst app,negative,0.9997969269752502,"well, boa, bad, bank, great"
it can't even open and only display error messages,negative,0.9993472695350647,"well, boa, bad, bank, great"
not active,negative,0.999765932559967,"well, boa, bad, bank, great"
To get good quality,positive,0.9998683929443359,"well, boa, bad, bank, great"
አይሰራም እኮ ምንድን ነው ችግሩ?,negative,0.9647620320320129,"well, boa, bad, bank, great"
uselss app dont download,negative,0.9977203011512756,"app, work, app work, wor, wor app"
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",negative,0.9997162222862244,"app, work, app work, wor, wor app"
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",negative,0.9991223216056824,"app, work, app work, wor, wor app"
Corrupted and poor app,negative,0.9997439980506897,"app, work, app work, wor, wor app"
Good,positive,0.9998161196708679,"good, good app, app, good good, access account"
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,negative,0.9998012185096741,"app, work, app work, wor, wor app"
Nice,positive,0.9998552799224854,"nice, easy use, easy, use, app"
FIX YOUR Apollo!! You guys where the best 👌,positive,0.9994503855705261,"well, boa, bad, bank, great"
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,negative,0.9994396567344666,"app, work, app work, wor, wor app"
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",negative,0.9997815489768982,"well, boa, bad, bank, great"
Poor application. It turned off by itself,negative,0.9997444748878479,"well, boa, bad, bank, great"
Okay,positive,0.9997709393501282,"well, boa, bad, bank, great"
Allowed,positive,0.9978752136230469,"well, boa, bad, bank, great"
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,negative,0.9991043210029602,"well, boa, bad, bank, great"
we want international mobile banking,positive,0.958784818649292,"well, boa, bad, bank, great"
"screenshot isn't working, Please modify it",negative,0.9996084570884705,"app, work, app work, wor, wor app"
Naziriet measho 89160437,negative,0.9862651228904724,"well, boa, bad, bank, great"
Ahmed Mohammed husen,positive,0.9124148488044739,"well, boa, bad, bank, great"
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,negative,0.9996222257614136,"well, boa, bad, bank, great"
I have experiance,negative,0.8070297837257385,"well, boa, bad, bank, great"
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,negative,0.9997739195823669,"app, work, app work, wor, wor app"
Wow,positive,0.999592125415802,"wow, amazing, access account, ይከፍታል, aadan axme"
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,negative,0.999760091304779,"well, boa, bad, bank, great"
ርይርፍ,negative,0.6970565915107727,"well, boa, bad, bank, great"
The previous application is much better than this one,positive,0.9991149306297302,"well, boa, bad, bank, great"
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",negative,0.9994294047355652,"well, boa, bad, bank, great"
mal,negative,0.9996137022972107,"well, boa, bad, bank, great"
It is not working at all,negative,0.9997811913490295,"app, work, app work, wor, wor app"
Excellent,positive,0.9998434782028198,"well, boa, bad, bank, great"
The poorest mobile banking survice ever. Only error reports frequently,negative,0.999705970287323,"well, boa, bad, bank, great"
Wow,positive,0.999592125415802,"wow, amazing, access account, ይከፍታል, aadan axme"
😞😞😞😞,negative,0.6970565915107727,"well, boa, bad, bank, great"
መቸሸጠ,negative,0.6970565915107727,"app, wow, banking, amazing, work"
wow,positive,0.999592125415802,"app, wow, banking, amazing, work"
gadaa,negative,0.7211463451385498,"app, wow, banking, amazing, work"
Massive upgrade from the Amole app.,positive,0.9646419286727905,"app, wow, banking, amazing, work"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
very good for this app,positive,0.9998138546943665,"good, good app, app, good good, need"
top,positive,0.9997069239616394,"app, wow, banking, amazing, work"
this app better than Amole . but the biometric on new update doesn't work,negative,0.999607503414154,"app, wow, banking, amazing, work"
Wow,positive,0.999592125415802,"app, wow, banking, amazing, work"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
wow to it saff and this app,positive,0.9985712766647339,"app, wow, banking, amazing, work"
it too slow,negative,0.9996801614761353,"app, wow, banking, amazing, work"
ዳሽን ባንክ ይለያል,negative,0.8337252736091614,"app, wow, banking, amazing, work"
real life changer,positive,0.9997788071632385,"app, wow, banking, amazing, work"
👍👍👍,negative,0.6970565915107727,"app, wow, banking, amazing, work"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
nice application,positive,0.9998229146003723,"nice, nice app, nice application, application, app"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
wow,positive,0.999592125415802,"app, wow, banking, amazing, work"
useless app ever loading take long,negative,0.9997350573539734,"app, wow, banking, amazing, work"
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",positive,0.999617338180542,"super, dashen, easy, bank, dashen bank"
very useful App,positive,0.9995785355567932,"app, wow, banking, amazing, work"
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",negative,0.8351486325263977,"app, wow, banking, amazing, work"
Wawww,negative,0.9418038129806519,"app, wow, banking, amazing, work"
it is good but some times says duplicate transaction why?,negative,0.9836630821228027,"app, wow, banking, amazing, work"
very Nice,positive,0.9998563528060913,"nice, nice app, nice application, application, app"
its best,positive,0.9998121857643127,"good, good app, app, good good, need"
it is not as good as to the other mobile bank app.,negative,0.999786913394928,"app, wow, banking, amazing, work"
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",positive,0.9996517896652222,"super, dashen, easy, bank, dashen bank"
wow,positive,0.999592125415802,"app, wow, banking, amazing, work"
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,negative,0.9939862489700317,"app, wow, banking, amazing, work"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
its best,positive,0.9998121857643127,"good, good app, app, good good, need"
The best app ever in finance sector,positive,0.9998089671134949,"app, wow, banking, amazing, work"
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,negative,0.9983357787132263,"app, wow, banking, amazing, work"
dashen bank or dashen super app?,negative,0.9937525391578674,"super, dashen, easy, bank, dashen bank"
wowwwe app,positive,0.9829692840576172,"app, wow, banking, amazing, work"
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,negative,0.9994332194328308,"app, wow, banking, amazing, work"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
always lagging,negative,0.9998013377189636,"app, wow, banking, amazing, work"
Amazing Application...,positive,0.9998786449432373,"app, wow, banking, amazing, work"
Fantastic,positive,0.9998743534088135,"app, wow, banking, amazing, work"
"Dashen bank app is very good, but sometimes it is not working well",negative,0.9976341724395752,"super, dashen, easy, bank, dashen bank"
its my choice,positive,0.9962010979652405,"app, wow, banking, amazing, work"
wow apo,positive,0.9994785189628601,"app, wow, banking, amazing, work"
awesome app keep going,positive,0.9998502731323242,"app, wow, banking, amazing, work"
wow,positive,0.999592125415802,"app, wow, banking, amazing, work"
👍,negative,0.6970565915107727,"app, wow, banking, amazing, work"
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",positive,0.9992207288742065,"app, wow, banking, amazing, work"
Game changer,positive,0.9887570738792419,"app, wow, banking, amazing, work"
Totally amazing,positive,0.9998782873153687,"app, wow, banking, amazing, work"
super 😎,positive,0.9331682920455933,"super, dashen, easy, bank, dashen bank"
what a helpful app!!!!,positive,0.9990901947021484,"app, wow, banking, amazing, work"
Good,positive,0.9998161196708679,"good, good app, app, good good, need"
nice,positive,0.9998552799224854,"nice, nice app, nice application, application, app"
wow,positive,0.999592125415802,"app, wow, banking, amazing, work"
"To be honest, best banking and lifestyle app in Ethiopia.",positive,0.9997262358665466,"app, wow, banking, amazing, work"
fast,positive,0.9989494681358337,"app, wow, banking, amazing, work"
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",positive,0.9966461062431335,"app, wow, banking, amazing, work"
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",positive,0.9991555213928223,"app, wow, banking, amazing, work"
good,positive,0.9998161196708679,"good, good app, app, good good, need"
Amazing app super easy to use and best design. loved it.,positive,0.9998630285263062,"super, dashen, easy, bank, dashen bank"
its the best ever,positive,0.9998552799224854,"good, good app, app, good good, need"
nice,positive,0.9998552799224854,"nice, nice app, nice application, application, app"
excellent game changer App,positive,0.9998358488082886,"app, wow, banking, amazing, work"
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,positive,0.9995176792144775,"app, wow, banking, amazing, work"
it seems me logging out within minutes,negative,0.9982207417488098,"app, wow, banking, amazing, work"
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,negative,0.9857989549636841,"super, dashen, easy, bank, dashen bank"
yes i want dashen super open,positive,0.9994350075721741,"super, dashen, easy, bank, dashen bank"
Best App,positive,0.999686598777771,"good, good app, app, good good, need"
faster than this version,positive,0.9991979002952576,"app, wow, banking, amazing, work"
"Best UI mobile banking app, props to design team",positive,0.9991565942764282,"app, wow, banking, amazing, work"
thank you,positive,0.9998352527618408,"app, wow, banking, amazing, work"
great app,positive,0.999821126461029,"app, wow, banking, amazing, work"
bad.,negative,0.9997698664665222,"app, wow, banking, amazing, work"
Dashen bank always one step ahead,positive,0.9996015429496765,"super, dashen, easy, bank, dashen bank"
dashen super app is secure band very easy,positive,0.9899651408195496,"super, dashen, easy, bank, dashen bank"
It is very fast and secured mobile banking app! I like this app!,positive,0.9995939135551453,"app, wow, banking, amazing, work"
best app I have ever seen,positive,0.9996102452278137,"app, wow, banking, amazing, work"
best of best,positive,0.9997496008872986,"good, good app, app, good good, need"
waw,negative,0.7346178889274597,"app, wow, banking, amazing, work"
best app,positive,0.999686598777771,"good, good app, app, good good, need"
Its slow when i try to see the Recent Transaction and stucked,negative,0.9992387294769287,"app, wow, banking, amazing, work"
wowslnwoooo wowwww amazing !!!!!!!!,positive,0.9997221827507019,"app, wow, banking, amazing, work"
wow appl,positive,0.9994691014289856,"app, wow, banking, amazing, work"
why do i have to change a pin number i use my finger print so dummy,negative,0.9994646906852722,"app, wow, banking, amazing, work"
very nice,positive,0.9998563528060913,"nice, nice app, nice application, application, app"
great,positive,0.9998630285263062,"app, wow, banking, amazing, work"
It is one of the best app ever use it and do it,positive,0.9997931122779846,"good, good app, app, good good, need"
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",negative,0.9997708201408386,"app, wow, banking, amazing, work"
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",positive,0.9996446371078491,"app, wow, banking, amazing, work"
Very easy and Fast.,positive,0.9995487332344055,"super, dashen, easy, bank, dashen bank"
Incomparably user-friendly and fast app for mobile banking.,negative,0.9392755627632141,"app, wow, banking, amazing, work"
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",negative,0.9993688464164734,"app, wow, banking, amazing, work"
execellent,negative,0.9866806864738464,"app, wow, banking, amazing, work"
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",positive,0.9998038411140442,"super, dashen, easy, bank, dashen bank"
