review,rating,date,bank,source,cleaned_review,theme_cluster
❤❤❤❤❤❤,5,2024-11-12,boa,Google Play,,4
Oene,5,2024-11-12,boa,Google Play,oene,4
i find it interesting specially in reciept downloading,1,2024-11-12,boa,Google Play,find interesting specially reciept download,4
it good,5,2024-11-12,boa,Google Play,good,3
"This app crashes everytime, please fix it",1,2024-11-12,boa,Google Play,app crash everytime fix,4
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,boa,Google Play,አንድ star recomend use app bank,4
I need a support the app is not working,5,2024-11-12,boa,Google Play,need support app work,4
Bast bank of ethiopia,5,2024-11-12,boa,Google Play,bast bank ethiopia,4
Good,5,2024-11-12,boa,Google Play,good,3
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,boa,Google Play,slow app አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app ከቻላችሁ ለሙሉ እንደገና ይመራያል የወጣው በሙስና የተበላ,4
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,boa,Google Play,thank social service like vertual banking non touch atm cadrless withdrwal passbook,4
The worst App i have never seen like this before,1,2024-11-12,boa,Google Play,bad app see like,1
Wweeeer,4,2024-11-12,boa,Google Play,wweeeer,4
Infinx,5,2024-11-12,boa,Google Play,infinx,4
Great service,5,2024-11-12,boa,Google Play,great service,4
👍,5,2024-11-11,boa,Google Play,,4
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,boa,Google Play,app available android version time functional,4
senayt Mesfin,4,2024-11-08,boa,Google Play,senayt mesfin,4
Bad app vety bad.,1,2024-11-07,boa,Google Play,bad app vety bad,1
Nice,5,2024-11-06,boa,Google Play,nice,4
Abessnya Banke,5,2024-11-05,boa,Google Play,abessnya banke,4
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,boa,Google Play,useless app expect irrelevant app boa big shame,4
Okay,5,2024-11-03,boa,Google Play,okay,4
Professional on banking app,5,2024-11-01,boa,Google Play,professional bank app,4
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,boa,Google Play,nice interface freeze slow load developer fix issue,4
አይሰራም አስተካክሉት,5,2024-10-26,boa,Google Play,አይሰራም አስተካክሉት,4
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,boa,Google Play,try app feet need generation,4
Good,4,2024-10-25,boa,Google Play,good,3
Fast transfer,5,2024-10-24,boa,Google Play,fast transfer,4
"What's up I can't log in, what's wrong",5,2024-10-22,boa,Google Play,log wrong,4
Amrumehamed,1,2024-10-21,boa,Google Play,amrumehame,4
Good,5,2024-10-19,boa,Google Play,good,3
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,boa,Google Play,nice meet proud bank ethiopia member bank need solve problem international receive money online digital working service world work lot international direct ethiopia know legal way get money ethiopia direct deposit boa,4
Very good,5,2024-10-18,boa,Google Play,good,3
ደደገነሐ,5,2024-10-15,boa,Google Play,ደደገነሐ,4
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,boa,Google Play,terrible bank experience unbelievable modern technology bank struggle basic transaction app constantly crash service limited time try transfer money load telebirr huge delay wait day fail transaction refund ussd unreliable embarrassing situation countless time customer care fix switch bank,4
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,boa,Google Play,painfully slow banking app service choice,4
Good App,4,2024-10-12,boa,Google Play,good app,3
Best app to me,5,2024-10-11,boa,Google Play,good app,3
BOA,5,2024-10-11,boa,Google Play,boa,4
Abdulkadir,5,2024-10-11,boa,Google Play,abdulkadir,4
Bad,1,2024-10-10,boa,Google Play,bad,1
If it is possible I would gove0 star,1,2024-10-08,boa,Google Play,possible star,4
Nise mobile bankig,4,2024-10-05,boa,Google Play,nise mobile bankig,4
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,boa,Google Play,overall good app performance need improvement instant bank transfer refuse cause repeat time transfer,4
Ok,5,2024-10-04,boa,Google Play,,4
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,boa,Google Play,work embarrassing bank size,4
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,boa,Google Play,update simple way require developer option,4
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,boa,Google Play,stop tell phone boa newly update app ask disable developer option slow phone use god damn app,4
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,boa,Google Play,live country download use mobile banking ask ethiopia phone number receive text confirm country lete know use outside country thank,4
Good,3,2024-10-03,boa,Google Play,good,3
Worest app,1,2024-10-03,boa,Google Play,wor app,4
The worest app ever,1,2024-10-03,boa,Google Play,wor app,4
አሪፍ ነው በርቱልን,5,2024-10-03,boa,Google Play,አሪፍ በርቱልን,4
Wwwerrr,5,2024-10-02,boa,Google Play,wwwerrr,4
ጀማል ውቀቱ,5,2024-09-30,boa,Google Play,ጀማል ውቀቱ,4
Great For Financial company,5,2024-09-30,boa,Google Play,great financial company,4
Very easy to use,5,2024-09-30,boa,Google Play,easy use,4
The App's crash always.. Error.....,3,2024-09-27,boa,Google Play,app crash error,4
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,boa,Google Play,app incredibly frustrating use fill issue difficult navigate complete task efficiently encounter poorly design banking application need significant improvement enhance user experience deserve vey low rating,4
nice,5,2024-09-26,boa,Google Play,nice,4
Great UI and seamless UX. I love it!!,5,2024-09-25,boa,Google Play,great seamless love,4
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,boa,Google Play,good application try add alternative future possibilitys customer,4
It's easy used to operate program and secured 👍👍,4,2024-09-25,boa,Google Play,easy operate program secured,4
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,boa,Google Play,buy mobile card app receive take money money,2
Amazing,5,2024-09-19,boa,Google Play,amazing,4
Great app with great services,5,2024-09-19,boa,Google Play,great app great service,4
Yes active user,5,2024-09-17,boa,Google Play,yes active user,4
Shameful,1,2024-09-17,boa,Google Play,shameful,4
The worest app ever made i would not recommende for no one,1,2024-09-16,boa,Google Play,wor app recommende,4
Good application,5,2024-09-16,boa,Google Play,good application,4
I like,5,2024-09-16,boa,Google Play,like,4
Good,5,2024-09-16,boa,Google Play,good,3
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,boa,Google Play,hour wait transfer money telebirr transfer delay issue need money,2
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,boa,Google Play,boa unreasonably hold delay transaction day transaction bank huge gap observe boa mobile banking experience kind challenge have transaction bank mobile banking platform wait long call customer support team response give system hold transaction release work day totally fair,4
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,boa,Google Play,የእርስዎን ተሞክሮ ይግለጹ አማራጭ,4
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,boa,Google Play,work need big update update app quickly,4
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,boa,Google Play,aimohon joel good well conversation time,4
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,boa,Google Play,well app mobile app turn developer option time wanna use app annoying,4
Bes and freindly app,5,2024-09-13,boa,Google Play,bes freindly app,4
It doesn't work.,1,2024-09-12,boa,Google Play,work,4
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,boa,Google Play,request successful check device connectivity try bank manager tell phone android version ridiculous disappointing,4
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,boa,Google Play,download screenshot payment receipt kinda bad app,1
Good,5,2024-09-10,boa,Google Play,good,3
Smart technology,5,2024-09-10,boa,Google Play,smart technology,4
Yegema app tish🪨,1,2024-09-08,boa,Google Play,yegema app,4
Ok,5,2024-09-07,boa,Google Play,,4
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,boa,Google Play,appropriate app know boa develop app expect crazy confortable app form boa soory,4
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,boa,Google Play,shockingly bad decide work painfully slow frustrating shame stain extraordinary bank,4
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,boa,Google Play,crash frequently launch android think actually work version available download device begin like finance app well month ago upgrade well,4
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,boa,Google Play,awesome application lately crash everytime open,4
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,boa,Google Play,እጅም በጣም ደካማ ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ለውጥ ያስፈልጋችኋል,4
good,5,2024-09-05,boa,Google Play,good,3
Fast one,3,2024-09-04,boa,Google Play,fast,4
Nice looking app but a terrible user experience.,1,2024-09-03,boa,Google Play,nice look app terrible user experience,4
The worest MB app ever!!🙄,1,2024-09-02,boa,Google Play,wor app,4
Very good,5,2024-09-01,boa,Google Play,good,3
It is ok,5,2024-09-01,boa,Google Play,,4
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,boa,Google Play,plz fix app screenshot lovation hide glarey share botten work,4
Good,5,2024-08-30,boa,Google Play,good,3
Apollo's,1,2024-08-29,boa,Google Play,apollo,4
The worst experience ever,1,2024-08-29,boa,Google Play,bad experience,4
Hussenaliumar,5,2024-08-29,boa,Google Play,hussenaliumar,4
Good,3,2024-08-28,boa,Google Play,good,3
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,boa,Google Play,problem app boa mobile know wrong app time download sam work sam like app way customer know account check save book,4
It is not work for my device,5,2024-08-27,boa,Google Play,work device,4
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,boa,Google Play,sick tiere enable disable developer option everytime use app maybe know maybe fix anoye,4
The worst app ever,1,2024-08-26,boa,Google Play,bad app,1
Good,5,2024-08-26,boa,Google Play,good,3
Betanya Gebre,3,2024-08-23,boa,Google Play,betanya gebre,4
I dont recommand it to any one,1,2024-08-23,boa,Google Play,recommand,4
Good,5,2024-08-22,boa,Google Play,good,3
Excellent app,5,2024-08-21,boa,Google Play,excellent app,4
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,boa,Google Play,application work update able use forgot password feature block access,4
ትርሃስ,5,2024-08-19,boa,Google Play,ትርሃስ,4
Gio,4,2024-08-19,boa,Google Play,gio,4
App isn't working,1,2024-08-18,boa,Google Play,app work,4
Best app,5,2024-08-18,boa,Google Play,good app,3
so far good but always it lugs,3,2024-08-17,boa,Google Play,far good lug,4
Don't trust this bank and its service.,1,2024-08-16,boa,Google Play,trust bank service,4
"I can not open and use the application,please help me!",5,2024-08-15,boa,Google Play,open use application help,4
Horrible,1,2024-08-14,boa,Google Play,horrible,4
Mostly not working 😑,1,2024-08-14,boa,Google Play,work,4
Good,5,2024-08-13,boa,Google Play,good,3
Awesome 👌,5,2024-08-12,boa,Google Play,awesome,4
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,boa,Google Play,despite enhance technology application work properly ask developer option turn fix,4
Thank you,3,2024-08-12,boa,Google Play,thank,4
Very poor app b/c highly slow to open the app,1,2024-08-12,boa,Google Play,poor app highly slow open app,4
Ok,5,2024-08-12,boa,Google Play,,4
best,1,2024-08-12,boa,Google Play,well,4
Best app,5,2024-08-11,boa,Google Play,good app,3
Wedi Tekle .,5,2024-08-11,boa,Google Play,wedi tekle,4
Bad app📱👎👎👎,1,2024-08-11,boa,Google Play,bad app,1
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,boa,Google Play,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,4
Nice appp,5,2024-08-11,boa,Google Play,nice appp,4
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,boa,Google Play,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ አገልግሎቱን ስላስጀመራችሁለን ነገር አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,4
Gooood app my dear,5,2024-08-10,boa,Google Play,gooood app dear,4
Harun tamam galanaa,3,2024-08-09,boa,Google Play,harun tamam galanaa,4
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,boa,Google Play,total disaster app offline work embarassing lose hope take business competitor,4
Gamebela,1,2024-08-08,boa,Google Play,gamebela,4
so poor app to use can't start up when open the app,1,2024-08-08,boa,Google Play,poor app use start open app,4
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,boa,Google Play,app take long time open work simply bank application app digital invoice able find screeshot keep transaction developer fix,4
Good job,5,2024-08-07,boa,Google Play,good job,4
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,boa,Google Play,bad app user friendly serve basic functionality correctly take time login navigate app expect bank,4
good,3,2024-08-07,boa,Google Play,good,3
Good,5,2024-08-07,boa,Google Play,good,3
Bad app .,1,2024-08-06,boa,Google Play,bad app,1
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,boa,Google Play,mean big financial company like irresponsible release app ashamed,4
Review,5,2024-08-06,boa,Google Play,review,4
Goood,4,2024-08-06,boa,Google Play,goood,4
Ok,5,2024-08-06,boa,Google Play,,4
👎👎👎👎👎👎👎👎👎,1,2024-08-06,boa,Google Play,,4
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,boa,Google Play,necessary switch developer option time use mobile banking,4
The previous version is better it doesn't work,1,2024-08-04,boa,Google Play,previous version well work,4
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,boa,Google Play,know wrong boa bank general go backwards year app disaster use possible way stable log slow perform transaction screenshot find picture save screenshot option time fail perform transaction simply bad,4
ok,5,2024-08-03,boa,Google Play,,4
Nice,5,2024-08-03,boa,Google Play,nice,4
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,boa,Google Play,note cbe mobile banking app good banking app currently note improve app learn best,4
Great,5,2024-08-03,boa,Google Play,great,4
It's a useless app,1,2024-08-02,boa,Google Play,useless app,4
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,boa,Google Play,work need improve good anymore,4
Poor network,1,2024-08-01,boa,Google Play,poor network,4
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,boa,Google Play,completely work app know work properly sad,4
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,boa,Google Play,app open say coonection issue open bug smooth work improve,4
"It's not working totally, what a useless app is it,",1,2024-07-31,boa,Google Play,work totally useless app,4
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,boa,Google Play,app troubling day work love bank hate app,4
this is so disappointing app 😞,1,2024-07-31,boa,Google Play,disappointing app,4
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,boa,Google Play,አቢስኒያ የሁሉም ምርጫ,4
Ok,5,2024-07-29,boa,Google Play,,4
Nays,5,2024-07-28,boa,Google Play,nay,4
The worst app,1,2024-07-28,boa,Google Play,bad app,1
it can't even open and only display error messages,1,2024-07-27,boa,Google Play,open display error message,4
not active,1,2024-07-27,boa,Google Play,active,4
To get good quality,5,2024-07-27,boa,Google Play,good quality,4
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,boa,Google Play,አይሰራም ምንድን ችግሩ,4
uselss app dont download,1,2024-07-26,boa,Google Play,uselss app download,4
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,boa,Google Play,app fake try work try later unable transaction purpose app work delete,4
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,boa,Google Play,app work new version new app compatible samsung,4
Corrupted and poor app,1,2024-07-24,boa,Google Play,corrupted poor app,4
Good,1,2024-07-24,boa,Google Play,good,3
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,boa,Google Play,try use application say developer setting setting play work,4
Nice,5,2024-07-24,boa,Google Play,nice,4
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,boa,Google Play,fix apollo guy good,4
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,boa,Google Play,slow work weekend rush merchant app,4
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,boa,Google Play,difficult use user app one dawenload user operate help,4
Poor application. It turned off by itself,1,2024-07-23,boa,Google Play,poor application turn,4
Okay,5,2024-07-23,boa,Google Play,okay,4
Allowed,5,2024-07-23,boa,Google Play,allow,4
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,boa,Google Play,usually crash reason give problem internet connection internet fine,4
we want international mobile banking,1,2024-07-22,boa,Google Play,want international mobile banking,4
"screenshot isn't working, Please modify it",2,2024-07-22,boa,Google Play,screenshot work modify,4
Naziriet measho 89160437,1,2024-07-22,boa,Google Play,naziriet measho,4
Ahmed Mohammed husen,3,2024-07-21,boa,Google Play,ahmed mohammed husen,4
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,boa,Google Play,work apollo well pls gonne stop bank mobile banking,4
I have experiance,5,2024-07-19,boa,Google Play,experiance,4
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,boa,Google Play,app work android show error notification forcefully close app fix asap,4
Wow,5,2024-07-19,boa,Google Play,wow,4
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,boa,Google Play,crash frequently stable overall need improvement huge bank need well app current,4
ርይርፍ,3,2024-07-19,boa,Google Play,ርይርፍ,4
The previous application is much better than this one,1,2024-07-18,boa,Google Play,previous application well,4
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,boa,Google Play,bad app wise invest money like cbe app incon image app well invest hire professional developer company improve,4
mal,5,2024-07-16,boa,Google Play,mal,4
It is not working at all,1,2024-07-16,boa,Google Play,work,4
Excellent,5,2024-07-16,boa,Google Play,excellent,4
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,boa,Google Play,poor mobile banking survice error report frequently,4
Wow,5,2024-07-16,boa,Google Play,wow,4
😞😞😞😞,1,2024-07-16,boa,Google Play,,4
መቸሸጠ,5,2025-06-03,dashen,Google Play,መቸሸጠ,4
wow,5,2025-06-03,dashen,Google Play,wow,4
gadaa,5,2025-06-01,dashen,Google Play,gadaa,4
Massive upgrade from the Amole app.,5,2025-05-31,dashen,Google Play,massive upgrade amole app,4
good,4,2025-05-31,dashen,Google Play,good,3
very good for this app,5,2025-05-31,dashen,Google Play,good app,3
top,5,2025-05-31,dashen,Google Play,,4
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,dashen,Google Play,app well amole biometric new update work,4
Wow,5,2025-05-30,dashen,Google Play,wow,4
good,5,2025-05-30,dashen,Google Play,good,3
wow to it saff and this app,5,2025-05-30,dashen,Google Play,wow saff app,4
it too slow,3,2025-05-29,dashen,Google Play,slow,4
ዳሽን ባንክ ይለያል,4,2025-05-28,dashen,Google Play,ዳሽን ባንክ ይለያል,4
real life changer,5,2025-05-28,dashen,Google Play,real life changer,4
👍👍👍,5,2025-05-28,dashen,Google Play,,4
good,5,2025-05-28,dashen,Google Play,good,3
nice application,5,2025-05-27,dashen,Google Play,nice application,4
good,5,2025-05-27,dashen,Google Play,good,3
wow,5,2025-05-27,dashen,Google Play,wow,4
useless app ever loading take long,1,2025-05-27,dashen,Google Play,useless app load long,4
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,dashen,Google Play,game changer app dashen bank super app fast secure easy use click payment make send money super quick code payment perfect cashless shopping love biometric login easy airtime bill payment need place dashen bank raise bar digital banking ethiopia highly recommend,4
very useful App,1,2025-05-26,dashen,Google Play,useful app,4
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,dashen,Google Play,simple robust feature yes endless loading screen kill fun use day fix glitch yeet high rating,4
Wawww,5,2025-05-24,dashen,Google Play,wawww,4
it is good but some times says duplicate transaction why?,5,2025-05-24,dashen,Google Play,good time say duplicate transaction,4
very Nice,5,2025-05-23,dashen,Google Play,nice,4
its best,5,2025-05-23,dashen,Google Play,good,3
it is not as good as to the other mobile bank app.,1,2025-05-22,dashen,Google Play,good mobile bank app,4
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,dashen,Google Play,good good arrive empower financial freedom experience seamless banking fingertip dashen bank empower financial freedom anytime innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,4
wow,5,2025-05-20,dashen,Google Play,wow,4
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,dashen,Google Play,change update version collect comment feed improve version superapp mot function today,4
good,5,2025-05-20,dashen,Google Play,good,3
its best,5,2025-05-19,dashen,Google Play,good,3
The best app ever in finance sector,5,2025-05-18,dashen,Google Play,good app finance sector,4
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,dashen,Google Play,good app compitator confuse transfer need otp pin user inter pin instead otp know litrecy level society device base know need otp try fix,4
dashen bank or dashen super app?,1,2025-05-17,dashen,Google Play,dashen bank dashen super app,4
wowwwe app,5,2025-05-17,dashen,Google Play,wowwwe app,4
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,dashen,Google Play,transfer bank account hastle inconvenient see try,4
good,5,2025-05-16,dashen,Google Play,good,3
always lagging,1,2025-05-16,dashen,Google Play,lag,4
Amazing Application...,5,2025-05-16,dashen,Google Play,amazing application,4
Fantastic,5,2025-05-16,dashen,Google Play,fantastic,4
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,dashen,Google Play,dashen bank app good work,4
its my choice,5,2025-05-15,dashen,Google Play,choice,4
wow apo,5,2025-05-15,dashen,Google Play,wow apo,4
awesome app keep going,5,2025-05-14,dashen,Google Play,awesome app go,4
wow,5,2025-05-14,dashen,Google Play,wow,4
👍,5,2025-05-14,dashen,Google Play,,4
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,dashen,Google Play,grow ethiopian digital banking step feture simple fast convince,4
Game changer,5,2025-05-13,dashen,Google Play,game changer,4
Totally amazing,5,2025-05-13,dashen,Google Play,totally amazing,4
super 😎,5,2025-05-13,dashen,Google Play,super,4
what a helpful app!!!!,5,2025-05-13,dashen,Google Play,helpful app,4
Good,4,2025-05-13,dashen,Google Play,good,3
nice,5,2025-05-13,dashen,Google Play,nice,4
wow,5,2025-05-13,dashen,Google Play,wow,4
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,dashen,Google Play,honest good banking lifestyle app ethiopia,4
fast,5,2025-05-12,dashen,Google Play,fast,4
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,dashen,Google Play,seamless digital platform superapp live motto step ahead,4
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,dashen,Google Play,app make digital banking effortless convenient user friendly interface secure transaction excellent feature manage finance efficiently,4
good,5,2025-05-09,dashen,Google Play,good,3
Amazing app super easy to use and best design. loved it.,5,2025-05-09,dashen,Google Play,amazing app super easy use good design love,4
its the best ever,5,2025-05-09,dashen,Google Play,good,3
nice,5,2025-05-08,dashen,Google Play,nice,4
excellent game changer App,5,2025-05-08,dashen,Google Play,excellent game changer app,4
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,dashen,Google Play,highly excited application favorable preferrable mobile app,4
it seems me logging out within minutes,1,2025-05-03,dashen,Google Play,log minute,4
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,dashen,Google Play,nice app especially gui get error send dashen bank receipter sms notification,4
