review,rating,date,bank,source,sentiment_label,sentiment_score,sentiment_category
Beter,5,2025-01-21,boa,Google Play,POSITIVE,0.6771944165229797,positive
Boa,4,2025-01-18,boa,Google Play,NEGATIVE,0.7410542368888855,negative
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,boa,Google Play,NEGATIVE,0.9979276657104492,negative
Aadan Axmed Barkhadle,5,2025-01-17,boa,Google Play,POSITIVE,0.6127519011497498,positive
😡😡😡🤬🤬🤬,1,2025-01-16,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Horrible customer service and app crashes Horrible!!,1,2025-01-15,boa,Google Play,NEGATIVE,0.9997913241386414,negative
I love it,5,2025-01-14,boa,Google Play,POSITIVE,0.9998799562454224,positive
Best,5,2025-01-14,boa,Google Play,POSITIVE,0.9997941851615906,positive
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,boa,Google Play,NEGATIVE,0.9985793828964233,negative
Good🙏,5,2025-01-12,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Like to much,5,2025-01-11,boa,Google Play,POSITIVE,0.9997984766960144,positive
Thank you,5,2025-01-10,boa,Google Play,POSITIVE,0.9998352527618408,positive
Perfect,5,2025-01-09,boa,Google Play,POSITIVE,0.9998517036437988,positive
The best of best,5,2025-01-09,boa,Google Play,POSITIVE,0.9998393058776855,positive
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,boa,Google Play,NEGATIVE,0.9016599655151367,negative
Boa,5,2025-01-06,boa,Google Play,NEGATIVE,0.7410542368888855,negative
Great 👍,5,2025-01-04,boa,Google Play,POSITIVE,0.9997692704200745,positive
Fast and suitable for the customers.,5,2025-01-04,boa,Google Play,POSITIVE,0.9997920393943787,positive
Good 👍,5,2025-01-03,boa,Google Play,POSITIVE,0.9998576641082764,positive
Good app and helpful,5,2025-01-03,boa,Google Play,POSITIVE,0.9998565912246704,positive
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,boa,Google Play,NEGATIVE,0.9978498220443726,negative
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,boa,Google Play,NEGATIVE,0.9992759823799133,negative
It doesn't work at all.,2,2025-01-02,boa,Google Play,NEGATIVE,0.9997771382331848,negative
this app is not available,1,2025-01-02,boa,Google Play,NEGATIVE,0.9997593760490417,negative
Best,5,2025-01-01,boa,Google Play,POSITIVE,0.9997941851615906,positive
Wow what amazing,5,2024-12-30,boa,Google Play,POSITIVE,0.9998555183410645,positive
love it,5,2024-12-30,boa,Google Play,POSITIVE,0.9998753070831299,positive
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,boa,Google Play,NEGATIVE,0.9733067750930786,negative
Lemn embi yilal??,5,2024-12-30,boa,Google Play,NEGATIVE,0.9906971454620361,negative
Good,5,2024-12-30,boa,Google Play,POSITIVE,0.9998161196708679,positive
It's useless app downgraded.,1,2024-12-29,boa,Google Play,NEGATIVE,0.9998070597648621,negative
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,boa,Google Play,NEGATIVE,0.7652340531349182,negative
Nice,5,2024-12-26,boa,Google Play,POSITIVE,0.9998552799224854,positive
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,boa,Google Play,NEGATIVE,0.9997933506965637,negative
አይሰራም ሼም ነው፤,1,2024-12-23,boa,Google Play,NEGATIVE,0.8616330027580261,negative
Not that much bad,3,2024-12-22,boa,Google Play,POSITIVE,0.9988158941268921,positive
Fine,5,2024-12-21,boa,Google Play,POSITIVE,0.9998335838317871,positive
The dirtiest application ever seen...,1,2024-12-20,boa,Google Play,NEGATIVE,0.995487630367279,negative
Nic ap,5,2024-12-19,boa,Google Play,POSITIVE,0.9873360991477966,positive
The forest app ever,1,2024-12-19,boa,Google Play,POSITIVE,0.9840954542160034,positive
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,boa,Google Play,NEGATIVE,0.9967040419578552,negative
Bank of abissena,1,2024-12-17,boa,Google Play,POSITIVE,0.9480117559432983,positive
Good,3,2024-12-16,boa,Google Play,POSITIVE,0.9998161196708679,positive
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,boa,Google Play,NEGATIVE,0.9888866543769836,negative
GOOD,5,2024-12-15,boa,Google Play,POSITIVE,0.9998161196708679,positive
The worst banking app ever. Never works!,1,2024-12-14,boa,Google Play,NEGATIVE,0.9998007416725159,negative
Poorly functioning app,3,2024-12-13,boa,Google Play,NEGATIVE,0.999775230884552,negative
Very nice,5,2024-12-13,boa,Google Play,POSITIVE,0.9998563528060913,positive
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,boa,Google Play,NEGATIVE,0.9998007416725159,negative
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,boa,Google Play,NEGATIVE,0.9997615218162537,negative
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,boa,Google Play,POSITIVE,0.9543285369873047,positive
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,boa,Google Play,NEGATIVE,0.9997000694274902,negative
Nice,5,2024-12-07,boa,Google Play,POSITIVE,0.9998552799224854,positive
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,boa,Google Play,NEGATIVE,0.9941067695617676,negative
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,boa,Google Play,NEGATIVE,0.9996792078018188,negative
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,boa,Google Play,NEGATIVE,0.9981752634048462,negative
My attention is very important because it will be the most difficult time for me,5,2024-11-30,boa,Google Play,POSITIVE,0.9926175475120544,positive
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,boa,Google Play,NEGATIVE,0.9998001456260681,negative
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,boa,Google Play,POSITIVE,0.806429922580719,positive
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,boa,Google Play,NEGATIVE,0.9997996687889099,negative
exellent digital transaction of money,5,2024-11-27,boa,Google Play,NEGATIVE,0.9944479465484619,negative
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,boa,Google Play,NEGATIVE,0.9997497200965881,negative
Best,5,2024-11-25,boa,Google Play,POSITIVE,0.9997941851615906,positive
Great,5,2024-11-25,boa,Google Play,POSITIVE,0.9998630285263062,positive
👏👏👏,5,2024-11-24,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Money,5,2024-11-24,boa,Google Play,POSITIVE,0.9659326076507568,positive
It needs more improvment,2,2024-11-24,boa,Google Play,NEGATIVE,0.998616099357605,negative
Hey Google,5,2024-11-21,boa,Google Play,POSITIVE,0.9950044751167297,positive
Good app,5,2024-11-21,boa,Google Play,POSITIVE,0.9998493194580078,positive
ab,3,2024-11-20,boa,Google Play,POSITIVE,0.9603192806243896,positive
Ademtahir,5,2024-11-20,boa,Google Play,POSITIVE,0.9930111765861511,positive
✌️✌️,5,2024-11-20,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Please this app on my android phone,3,2024-11-20,boa,Google Play,POSITIVE,0.6488659381866455,positive
GOAT 🐐 🐐,5,2024-11-19,boa,Google Play,NEGATIVE,0.9337347149848938,negative
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,boa,Google Play,NEGATIVE,0.9994460940361023,negative
Fast and reliable,5,2024-11-18,boa,Google Play,POSITIVE,0.9998595714569092,positive
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,boa,Google Play,NEGATIVE,0.9998020529747009,negative
Very good,5,2024-11-14,boa,Google Play,POSITIVE,0.9998520612716675,positive
One of the poorest mobile banking system,1,2024-11-13,boa,Google Play,NEGATIVE,0.9997566342353821,negative
❤❤❤❤❤❤,5,2024-11-12,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Oene,5,2024-11-12,boa,Google Play,POSITIVE,0.8278864026069641,positive
i find it interesting specially in reciept downloading,1,2024-11-12,boa,Google Play,POSITIVE,0.9981314539909363,positive
it good,5,2024-11-12,boa,Google Play,POSITIVE,0.9998427629470825,positive
"This app crashes everytime, please fix it",1,2024-11-12,boa,Google Play,NEGATIVE,0.9996472597122192,negative
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,boa,Google Play,NEGATIVE,0.9964038133621216,negative
I need a support the app is not working,5,2024-11-12,boa,Google Play,NEGATIVE,0.9998034834861755,negative
Bast bank of ethiopia,5,2024-11-12,boa,Google Play,POSITIVE,0.9978061318397522,positive
Good,5,2024-11-12,boa,Google Play,POSITIVE,0.9998161196708679,positive
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,boa,Google Play,NEGATIVE,0.9990527033805847,negative
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,boa,Google Play,POSITIVE,0.9878897070884705,positive
The worst App i have never seen like this before,1,2024-11-12,boa,Google Play,NEGATIVE,0.999774158000946,negative
Wweeeer,4,2024-11-12,boa,Google Play,NEGATIVE,0.8910733461380005,negative
Infinx,5,2024-11-12,boa,Google Play,NEGATIVE,0.904255747795105,negative
Great service,5,2024-11-12,boa,Google Play,POSITIVE,0.9998434782028198,positive
👍,5,2024-11-11,boa,Google Play,NEGATIVE,0.6970565915107727,negative
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,boa,Google Play,NEGATIVE,0.9997187256813049,negative
senayt Mesfin,4,2024-11-08,boa,Google Play,POSITIVE,0.887482225894928,positive
Bad app vety bad.,1,2024-11-07,boa,Google Play,NEGATIVE,0.9998058676719666,negative
Nice,5,2024-11-06,boa,Google Play,POSITIVE,0.9998552799224854,positive
Abessnya Banke,5,2024-11-05,boa,Google Play,NEGATIVE,0.9873653054237366,negative
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,boa,Google Play,NEGATIVE,0.9997209906578064,negative
Okay,5,2024-11-03,boa,Google Play,POSITIVE,0.9997709393501282,positive
Professional on banking app,5,2024-11-01,boa,Google Play,POSITIVE,0.9616296291351318,positive
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,boa,Google Play,NEGATIVE,0.993607759475708,negative
አይሰራም አስተካክሉት,5,2024-10-26,boa,Google Play,NEGATIVE,0.7850590348243713,negative
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,boa,Google Play,NEGATIVE,0.9962698221206665,negative
Good,4,2024-10-25,boa,Google Play,POSITIVE,0.9998161196708679,positive
Fast transfer,5,2024-10-24,boa,Google Play,POSITIVE,0.9989985823631287,positive
"What's up I can't log in, what's wrong",5,2024-10-22,boa,Google Play,NEGATIVE,0.9989662170410156,negative
Amrumehamed,1,2024-10-21,boa,Google Play,POSITIVE,0.6924042105674744,positive
Good,5,2024-10-19,boa,Google Play,POSITIVE,0.9998161196708679,positive
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,boa,Google Play,POSITIVE,0.9683735966682434,positive
Very good,5,2024-10-18,boa,Google Play,POSITIVE,0.9998520612716675,positive
ደደገነሐ,5,2024-10-15,boa,Google Play,NEGATIVE,0.6970565915107727,negative
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,boa,Google Play,NEGATIVE,0.9995194673538208,negative
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,boa,Google Play,NEGATIVE,0.999660849571228,negative
Good App,4,2024-10-12,boa,Google Play,POSITIVE,0.9998493194580078,positive
Best app to me,5,2024-10-11,boa,Google Play,POSITIVE,0.9978218078613281,positive
BOA,5,2024-10-11,boa,Google Play,NEGATIVE,0.7410542368888855,negative
Abdulkadir,5,2024-10-11,boa,Google Play,POSITIVE,0.981449544429779,positive
Bad,1,2024-10-10,boa,Google Play,NEGATIVE,0.999782383441925,negative
If it is possible I would gove0 star,1,2024-10-08,boa,Google Play,NEGATIVE,0.9928192496299744,negative
Nise mobile bankig,4,2024-10-05,boa,Google Play,NEGATIVE,0.9858755469322205,negative
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,boa,Google Play,NEGATIVE,0.9532790780067444,negative
Ok,5,2024-10-04,boa,Google Play,POSITIVE,0.9997851252555847,positive
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,boa,Google Play,NEGATIVE,0.9992843270301819,negative
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,boa,Google Play,NEGATIVE,0.998016357421875,negative
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,boa,Google Play,NEGATIVE,0.9964292645454407,negative
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,boa,Google Play,NEGATIVE,0.6597372889518738,negative
Good,3,2024-10-03,boa,Google Play,POSITIVE,0.9998161196708679,positive
Worest app,1,2024-10-03,boa,Google Play,NEGATIVE,0.7789772152900696,negative
The worest app ever,1,2024-10-03,boa,Google Play,POSITIVE,0.9535900950431824,positive
አሪፍ ነው በርቱልን,5,2024-10-03,boa,Google Play,NEGATIVE,0.8337252736091614,negative
Wwwerrr,5,2024-10-02,boa,Google Play,NEGATIVE,0.8502515554428101,negative
ጀማል ውቀቱ,5,2024-09-30,boa,Google Play,NEGATIVE,0.7850590348243713,negative
Great For Financial company,5,2024-09-30,boa,Google Play,POSITIVE,0.9998703002929688,positive
Very easy to use,5,2024-09-30,boa,Google Play,POSITIVE,0.9991422891616821,positive
The App's crash always.. Error.....,3,2024-09-27,boa,Google Play,NEGATIVE,0.9996880292892456,negative
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,boa,Google Play,NEGATIVE,0.998582124710083,negative
nice,5,2024-09-26,boa,Google Play,POSITIVE,0.9998552799224854,positive
Great UI and seamless UX. I love it!!,5,2024-09-25,boa,Google Play,POSITIVE,0.9998557567596436,positive
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,boa,Google Play,NEGATIVE,0.9941336512565613,negative
It's easy used to operate program and secured 👍👍,4,2024-09-25,boa,Google Play,NEGATIVE,0.9652978181838989,negative
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,boa,Google Play,NEGATIVE,0.9994741082191467,negative
Amazing,5,2024-09-19,boa,Google Play,POSITIVE,0.999875545501709,positive
Great app with great services,5,2024-09-19,boa,Google Play,POSITIVE,0.9998226761817932,positive
Yes active user,5,2024-09-17,boa,Google Play,POSITIVE,0.9983929991722107,positive
Shameful,1,2024-09-17,boa,Google Play,NEGATIVE,0.998016357421875,negative
The worest app ever made i would not recommende for no one,1,2024-09-16,boa,Google Play,NEGATIVE,0.5611275434494019,neutral
Good application,5,2024-09-16,boa,Google Play,POSITIVE,0.999854564666748,positive
I like,5,2024-09-16,boa,Google Play,POSITIVE,0.9998149275779724,positive
Good,5,2024-09-16,boa,Google Play,POSITIVE,0.9998161196708679,positive
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,boa,Google Play,NEGATIVE,0.9988893866539001,negative
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,boa,Google Play,NEGATIVE,0.9993953704833984,negative
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,boa,Google Play,NEGATIVE,0.8698039650917053,negative
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,boa,Google Play,NEGATIVE,0.9997778534889221,negative
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,boa,Google Play,NEGATIVE,0.9925205707550049,negative
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,boa,Google Play,NEGATIVE,0.9993253946304321,negative
Bes and freindly app,5,2024-09-13,boa,Google Play,NEGATIVE,0.9136511087417603,negative
It doesn't work.,1,2024-09-12,boa,Google Play,NEGATIVE,0.9997761845588684,negative
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,boa,Google Play,NEGATIVE,0.9997968077659607,negative
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,boa,Google Play,NEGATIVE,0.9998114705085754,negative
Good,5,2024-09-10,boa,Google Play,POSITIVE,0.9998161196708679,positive
Smart technology,5,2024-09-10,boa,Google Play,POSITIVE,0.9998468160629272,positive
Yegema app tish🪨,1,2024-09-08,boa,Google Play,NEGATIVE,0.9501880407333374,negative
Ok,5,2024-09-07,boa,Google Play,POSITIVE,0.9997851252555847,positive
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,boa,Google Play,NEGATIVE,0.9996864795684814,negative
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,boa,Google Play,NEGATIVE,0.9997275471687317,negative
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,boa,Google Play,NEGATIVE,0.999210000038147,negative
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,boa,Google Play,NEGATIVE,0.9127689599990845,negative
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,boa,Google Play,NEGATIVE,0.9639249444007874,negative
good,5,2024-09-05,boa,Google Play,POSITIVE,0.9998161196708679,positive
Fast one,3,2024-09-04,boa,Google Play,POSITIVE,0.9994491934776306,positive
Nice looking app but a terrible user experience.,1,2024-09-03,boa,Google Play,NEGATIVE,0.9958102703094482,negative
The worest MB app ever!!🙄,1,2024-09-02,boa,Google Play,NEGATIVE,0.8734644651412964,negative
Very good,5,2024-09-01,boa,Google Play,POSITIVE,0.9998520612716675,positive
It is ok,5,2024-09-01,boa,Google Play,POSITIVE,0.9998496770858765,positive
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,boa,Google Play,NEGATIVE,0.9987314343452454,negative
Good,5,2024-08-30,boa,Google Play,POSITIVE,0.9998161196708679,positive
Apollo's,1,2024-08-29,boa,Google Play,POSITIVE,0.9974138736724854,positive
The worst experience ever,1,2024-08-29,boa,Google Play,NEGATIVE,0.999792754650116,negative
Hussenaliumar,5,2024-08-29,boa,Google Play,NEGATIVE,0.6654537916183472,negative
Good,3,2024-08-28,boa,Google Play,POSITIVE,0.9998161196708679,positive
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,boa,Google Play,NEGATIVE,0.999367892742157,negative
It is not work for my device,5,2024-08-27,boa,Google Play,NEGATIVE,0.9997636675834656,negative
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,boa,Google Play,NEGATIVE,0.9990233182907104,negative
The worst app ever,1,2024-08-26,boa,Google Play,NEGATIVE,0.9997934699058533,negative
Good,5,2024-08-26,boa,Google Play,POSITIVE,0.9998161196708679,positive
Betanya Gebre,3,2024-08-23,boa,Google Play,POSITIVE,0.8911886215209961,positive
I dont recommand it to any one,1,2024-08-23,boa,Google Play,NEGATIVE,0.9855504035949707,negative
Good,5,2024-08-22,boa,Google Play,POSITIVE,0.9998161196708679,positive
Excellent app,5,2024-08-21,boa,Google Play,POSITIVE,0.9998356103897095,positive
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,boa,Google Play,NEGATIVE,0.9988825917243958,negative
ትርሃስ,5,2024-08-19,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Gio,4,2024-08-19,boa,Google Play,POSITIVE,0.9969680905342102,positive
App isn't working,1,2024-08-18,boa,Google Play,NEGATIVE,0.9995692372322083,negative
Best app,5,2024-08-18,boa,Google Play,POSITIVE,0.999686598777771,positive
so far good but always it lugs,3,2024-08-17,boa,Google Play,NEGATIVE,0.982947051525116,negative
Don't trust this bank and its service.,1,2024-08-16,boa,Google Play,NEGATIVE,0.9996311664581299,negative
"I can not open and use the application,please help me!",5,2024-08-15,boa,Google Play,NEGATIVE,0.9995014667510986,negative
Horrible,1,2024-08-14,boa,Google Play,NEGATIVE,0.9997841715812683,negative
Mostly not working 😑,1,2024-08-14,boa,Google Play,NEGATIVE,0.9995824694633484,negative
Good,5,2024-08-13,boa,Google Play,POSITIVE,0.9998161196708679,positive
Awesome 👌,5,2024-08-12,boa,Google Play,POSITIVE,0.9998607635498047,positive
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,boa,Google Play,NEGATIVE,0.9997915625572205,negative
Thank you,3,2024-08-12,boa,Google Play,POSITIVE,0.9998352527618408,positive
Very poor app b/c highly slow to open the app,1,2024-08-12,boa,Google Play,NEGATIVE,0.9998080134391785,negative
Ok,5,2024-08-12,boa,Google Play,POSITIVE,0.9997851252555847,positive
best,1,2024-08-12,boa,Google Play,POSITIVE,0.9997941851615906,positive
Best app,5,2024-08-11,boa,Google Play,POSITIVE,0.999686598777771,positive
Wedi Tekle .,5,2024-08-11,boa,Google Play,NEGATIVE,0.8421270847320557,negative
Bad app📱👎👎👎,1,2024-08-11,boa,Google Play,NEGATIVE,0.9997676014900208,negative
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,boa,Google Play,NEGATIVE,0.9956488013267517,negative
Nice appp,5,2024-08-11,boa,Google Play,POSITIVE,0.9997910857200623,positive
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,boa,Google Play,NEGATIVE,0.952187716960907,negative
Gooood app my dear,5,2024-08-10,boa,Google Play,NEGATIVE,0.9005938172340393,negative
Harun tamam galanaa,3,2024-08-09,boa,Google Play,NEGATIVE,0.9410594701766968,negative
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,boa,Google Play,NEGATIVE,0.9998038411140442,negative
Gamebela,1,2024-08-08,boa,Google Play,POSITIVE,0.8994184732437134,positive
so poor app to use can't start up when open the app,1,2024-08-08,boa,Google Play,NEGATIVE,0.9997444748878479,negative
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,boa,Google Play,NEGATIVE,0.9987001419067383,negative
Good job,5,2024-08-07,boa,Google Play,POSITIVE,0.999835729598999,positive
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,boa,Google Play,NEGATIVE,0.9998094439506531,negative
good,3,2024-08-07,boa,Google Play,POSITIVE,0.9998161196708679,positive
Good,5,2024-08-07,boa,Google Play,POSITIVE,0.9998161196708679,positive
Bad app .,1,2024-08-06,boa,Google Play,NEGATIVE,0.9997915625572205,negative
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,boa,Google Play,NEGATIVE,0.9994394183158875,negative
Review,5,2024-08-06,boa,Google Play,POSITIVE,0.9946893453598022,positive
Goood,4,2024-08-06,boa,Google Play,NEGATIVE,0.9943867921829224,negative
Ok,5,2024-08-06,boa,Google Play,POSITIVE,0.9997851252555847,positive
👎👎👎👎👎👎👎👎👎,1,2024-08-06,boa,Google Play,NEGATIVE,0.6970565915107727,negative
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,boa,Google Play,NEGATIVE,0.99793541431427,negative
The previous version is better it doesn't work,1,2024-08-04,boa,Google Play,NEGATIVE,0.9997755885124207,negative
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,boa,Google Play,NEGATIVE,0.9998201727867126,negative
